CONTAINER ID        NAME                CPU %               MEM USAGE / LIMIT   MEM %               NET I/O             BLOCK I/O           PIDS
283acd69188f        kafka               1.05%               412.3MiB / 2GiB     20.13%              6.96MB / 12.6MB     61.6MB / 2.52MB     85
c841643e69d3        neo4j               6.31%               756.8MiB / 2GiB     36.96%              3.09MB / 18.3MB     28.8MB / 19.7MB     46
c715a2a42078        producer5           0.41%               58.63MiB / 2GiB     2.86%               17.4MB / 2.4MB      4.1kB / 15.8MB      6
0ac5449ff102        producer4           99.82%              72.2MiB / 2GiB      3.53%               120MB / 868kB       0B / 15.8MB         11
7d71704d4fc3        producer3           0.03%               62.28MiB / 2GiB     3.04%               16.5MB / 2.14MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.21%               95.85MiB / 2GiB     4.68%               119MB / 41.2MB      595MB / 15.8MB      8
ea2d413f4413        storm               47.03%              871.3MiB / 2GiB     42.55%              85.4MB / 10.6MB     665MB / 70.8MB      158
283acd69188f        kafka               1.12%               412.4MiB / 2GiB     20.14%              7.2MB / 13MB        61.6MB / 2.57MB     85
c841643e69d3        neo4j               0.29%               756.6MiB / 2GiB     36.95%              3.57MB / 19.1MB     28.8MB / 22.7MB     46
c715a2a42078        producer5           0.68%               58.73MiB / 2GiB     2.87%               17.6MB / 2.46MB     4.1kB / 15.8MB      6
0ac5449ff102        producer4           0.01%               67.19MiB / 2GiB     3.28%               120MB / 23MB        0B / 15.8MB         7
7d71704d4fc3        producer3           0.03%               62.31MiB / 2GiB     3.04%               16.6MB / 2.16MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               100.1MiB / 2GiB     4.89%               119MB / 62.6MB      595MB / 15.8MB      8
ea2d413f4413        storm               43.27%              877.1MiB / 2GiB     42.83%              86.2MB / 11.2MB     665MB / 71MB        158
283acd69188f        kafka               1.16%               424.5MiB / 2GiB     20.73%              7.45MB / 13.4MB     61.6MB / 2.62MB     85
c841643e69d3        neo4j               0.27%               757.4MiB / 2GiB     36.98%              3.92MB / 19.7MB     28.8MB / 24.5MB     47
c715a2a42078        producer5           0.70%               58.83MiB / 2GiB     2.87%               17.8MB / 2.53MB     4.1kB / 15.8MB      6
0ac5449ff102        producer4           0.01%               76.15MiB / 2GiB     3.72%               121MB / 45.5MB      0B / 15.8MB         7
7d71704d4fc3        producer3           0.04%               62.26MiB / 2GiB     3.04%               16.6MB / 2.18MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               99.41MiB / 2GiB     4.85%               119MB / 84MB        595MB / 15.8MB      7
ea2d413f4413        storm               41.91%              883.3MiB / 2GiB     43.13%              87.3MB / 11.9MB     665MB / 71.2MB      158
283acd69188f        kafka               2.33%               442.6MiB / 2GiB     21.61%              7.71MB / 13.8MB     61.6MB / 2.67MB     85
c841643e69d3        neo4j               0.34%               765.6MiB / 2GiB     37.38%              4.37MB / 20.4MB     28.8MB / 27MB       47
c715a2a42078        producer5           0.42%               58.88MiB / 2GiB     2.87%               18MB / 2.59MB       4.1kB / 15.8MB      6
0ac5449ff102        producer4           0.01%               73.77MiB / 2GiB     3.60%               121MB / 67.8MB      0B / 15.8MB         7
7d71704d4fc3        producer3           0.01%               62.29MiB / 2GiB     3.04%               16.6MB / 2.2MB      156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               102.8MiB / 2GiB     5.02%               120MB / 106MB       595MB / 15.8MB      7
ea2d413f4413        storm               48.46%              888.6MiB / 2GiB     43.39%              88.2MB / 12.6MB     665MB / 71.4MB      158
283acd69188f        kafka               1.49%               457MiB / 2GiB       22.31%              7.97MB / 14.2MB     61.6MB / 2.72MB     85
c841643e69d3        neo4j               11.12%              757.6MiB / 2GiB     36.99%              4.89MB / 21.1MB     28.8MB / 30.1MB     46
c715a2a42078        producer5           0.01%               60.46MiB / 2GiB     2.95%               18.1MB / 2.65MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               79.56MiB / 2GiB     3.88%               122MB / 88.4MB      0B / 15.8MB         7
7d71704d4fc3        producer3           0.01%               62.3MiB / 2GiB      3.04%               16.6MB / 2.22MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               100.9MiB / 2GiB     4.93%               120MB / 128MB       595MB / 15.8MB      7
ea2d413f4413        storm               42.40%              892.7MiB / 2GiB     43.59%              89.8MB / 13.7MB     665MB / 71.5MB      158
283acd69188f        kafka               1.23%               471.1MiB / 2GiB     23.00%              8.24MB / 14.7MB     61.6MB / 2.76MB     85
c841643e69d3        neo4j               15.64%              762.1MiB / 2GiB     37.21%              5.79MB / 22.3MB     28.8MB / 36.1MB     45
c715a2a42078        producer5           0.01%               61.48MiB / 2GiB     3.00%               18.1MB / 2.67MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           0.01%               76.14MiB / 2GiB     3.72%               122MB / 110MB       0B / 15.8MB         7
7d71704d4fc3        producer3           0.01%               62.3MiB / 2GiB      3.04%               16.6MB / 2.24MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           0.01%               100.8MiB / 2GiB     4.92%               121MB / 150MB       595MB / 15.8MB      7
ea2d413f4413        storm               42.22%              896.1MiB / 2GiB     43.75%              91MB / 14.6MB       665MB / 71.7MB      158
283acd69188f        kafka               1.66%               487.7MiB / 2GiB     23.81%              8.51MB / 15.1MB     61.6MB / 2.81MB     85
c841643e69d3        neo4j               5.96%               763.2MiB / 2GiB     37.27%              6.66MB / 23.5MB     28.8MB / 41.4MB     46
c715a2a42078        producer5           0.28%               61.51MiB / 2GiB     3.00%               18.1MB / 2.69MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           8.34%               81.16MiB / 2GiB     3.96%               123MB / 132MB       0B / 15.8MB         9
7d71704d4fc3        producer3           0.01%               63.31MiB / 2GiB     3.09%               16.6MB / 2.26MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           21.95%              102.9MiB / 2GiB     5.02%               121MB / 173MB       595MB / 15.8MB      8
ea2d413f4413        storm               58.33%              900.3MiB / 2GiB     43.96%              92.8MB / 15.9MB     665MB / 71.9MB      158
283acd69188f        kafka               1.19%               503.7MiB / 2GiB     24.59%              8.79MB / 15.5MB     61.6MB / 2.86MB     85
c841643e69d3        neo4j               3.60%               765.6MiB / 2GiB     37.38%              7.63MB / 24.8MB     28.8MB / 47.4MB     46
c715a2a42078        producer5           0.32%               62.54MiB / 2GiB     3.05%               18.1MB / 2.71MB     4.1kB / 15.8MB      8
0ac5449ff102        producer4           7.37%               94.96MiB / 2GiB     4.64%               123MB / 154MB       0B / 15.8MB         15
7d71704d4fc3        producer3           0.01%               63.33MiB / 2GiB     3.09%               16.6MB / 2.29MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           24.04%              102.1MiB / 2GiB     4.98%               122MB / 195MB       595MB / 15.8MB      8
ea2d413f4413        storm               50.69%              905.4MiB / 2GiB     44.21%              95.4MB / 17.9MB     665MB / 72MB        158
283acd69188f        kafka               1.23%               519.8MiB / 2GiB     25.38%              9.08MB / 16MB       61.6MB / 2.91MB     85
c841643e69d3        neo4j               96.41%              765.5MiB / 2GiB     37.38%              9.78MB / 27.5MB     28.8MB / 62.2MB     45
c715a2a42078        producer5           0.03%               63.52MiB / 2GiB     3.10%               18.2MB / 2.73MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           22.27%              88.82MiB / 2GiB     4.34%               123MB / 179MB       0B / 15.8MB         7
7d71704d4fc3        producer3           0.28%               63.45MiB / 2GiB     3.10%               16.6MB / 2.33MB     156kB / 15.8MB      8
26b17bb4d32f        producer2           23.72%              104.8MiB / 2GiB     5.12%               122MB / 218MB       595MB / 15.8MB      8
ea2d413f4413        storm               55.36%              907.4MiB / 2GiB     44.31%              98.6MB / 20.4MB     665MB / 72.2MB      158
283acd69188f        kafka               1.22%               534.1MiB / 2GiB     26.08%              9.36MB / 16.4MB     61.6MB / 2.96MB     85
c841643e69d3        neo4j               0.38%               765.9MiB / 2GiB     37.40%              11.7MB / 29.9MB     28.8MB / 74.3MB     46
c715a2a42078        producer5           0.03%               63.53MiB / 2GiB     3.10%               18.2MB / 2.75MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           24.77%              89.16MiB / 2GiB     4.35%               124MB / 202MB       0B / 15.8MB         7
7d71704d4fc3        producer3           0.01%               63.32MiB / 2GiB     3.09%               16.6MB / 2.35MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           22.74%              104.7MiB / 2GiB     5.11%               122MB / 242MB       595MB / 15.8MB      8
ea2d413f4413        storm               50.17%              910.8MiB / 2GiB     44.47%              100MB / 21.6MB      665MB / 72.4MB      158
283acd69188f        kafka               1.25%               550.4MiB / 2GiB     26.87%              9.63MB / 16.8MB     61.6MB / 3MB        85
c841643e69d3        neo4j               47.33%              766.1MiB / 2GiB     37.41%              12.7MB / 31.2MB     28.8MB / 80.4MB     46
c715a2a42078        producer5           0.04%               63.54MiB / 2GiB     3.10%               18.2MB / 2.77MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           2.82%               82.82MiB / 2GiB     4.04%               124MB / 223MB       0B / 15.8MB         8
7d71704d4fc3        producer3           0.01%               63.32MiB / 2GiB     3.09%               16.6MB / 2.37MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           19.78%              125.3MiB / 2GiB     6.12%               123MB / 265MB       595MB / 15.8MB      15
ea2d413f4413        storm               57.47%              913.6MiB / 2GiB     44.61%              102MB / 23.1MB      665MB / 72.6MB      158
283acd69188f        kafka               3.54%               564.5MiB / 2GiB     27.57%              9.91MB / 17.3MB     61.6MB / 3.05MB     85
c841643e69d3        neo4j               2.56%               766.4MiB / 2GiB     37.42%              13.9MB / 32.8MB     28.8MB / 89.3MB     46
c715a2a42078        producer5           0.01%               63.52MiB / 2GiB     3.10%               18.2MB / 2.79MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           24.44%              92.15MiB / 2GiB     4.50%               124MB / 249MB       0B / 15.8MB         7
7d71704d4fc3        producer3           0.01%               63.32MiB / 2GiB     3.09%               16.6MB / 2.4MB      156kB / 15.8MB      7
26b17bb4d32f        producer2           17.65%              122.2MiB / 2GiB     5.97%               123MB / 287MB       595MB / 15.8MB      15
ea2d413f4413        storm               50.80%              927.3MiB / 2GiB     45.28%              104MB / 24.8MB      665MB / 72.7MB      158
283acd69188f        kafka               1.23%               580.7MiB / 2GiB     28.36%              10.2MB / 17.7MB     61.6MB / 3.1MB      85
c841643e69d3        neo4j               5.32%               766.6MiB / 2GiB     37.43%              15.4MB / 34.7MB     28.8MB / 98.6MB     46
c715a2a42078        producer5           0.01%               63.52MiB / 2GiB     3.10%               18.2MB / 2.81MB     4.1kB / 15.8MB      7
0ac5449ff102        producer4           26.89%              92.02MiB / 2GiB     4.49%               125MB / 272MB       0B / 15.8MB         7
7d71704d4fc3        producer3           0.01%               63.3MiB / 2GiB      3.09%               16.6MB / 2.41MB     156kB / 15.8MB      7
26b17bb4d32f        producer2           11.07%              125.6MiB / 2GiB     6.13%               123MB / 309MB       595MB / 15.8MB      15
ea2d413f4413        storm               52.28%              930.9MiB / 2GiB     45.46%              106MB / 26.1MB      665MB / 72.9MB      158
